left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y,nose_tip_x,nose_tip_y,mouth_center_bottom_lip_x,mouth_center_bottom_lip_y
66.03941,36.390118,24.067432,33.636448,44.953598,54.432457,48.68644,71.15386
64.9051,37.070847,27.721443,33.872517,39.51563,64.208786,47.658768,71.99449
62.09286,39.793724,29.554092,31.306133,45.016357,61.276802,49.899193,70.29802
65.08468,38.91432,25.23212,30.2389,46.57959,63.4495,46.64157,74.39148
65.212906,37.900627,25.712547,28.190922,45.473473,63.54022,50.79698,67.027855
67.81491,41.7118,20.620636,33.503708,45.64977,63.714912,54.863106,76.31462
57.74337,37.26421,27.15384,31.044323,43.809464,53.472168,48.71517,72.81208
65.339424,35.514416,27.33305,31.867157,44.537518,44.5916,49.850754,74.321014
69.51523,40.674744,26.784195,29.929716,41.133175,64.625595,48.29522,77.95968
65.12812,41.602024,27.451954,35.048946,50.948296,67.17913,49.90728,73.87375
65.64919,38.08869,24.052053,33.72355,49.30047,59.766346,52.87609,68.11069
66.76673,38.741806,28.328129,34.469383,47.04921,67.972626,49.2075,68.93259
64.7207,37.80498,29.195278,33.270115,39.469563,61.228302,49.72931,68.30783
66.33418,37.932674,23.79723,32.93151,44.551674,63.989765,52.588173,75.14929
63.837646,40.37656,25.91568,34.012497,41.637753,64.00929,48.02278,72.91056
67.31796,35.078938,27.472569,27.966015,46.202843,51.836403,49.674103,77.24495
61.491714,38.98456,18.87968,25.796986,55.446358,61.149345,52.877357,73.12544
61.584343,38.411476,21.231537,32.05892,41.620827,43.355057,48.27041,73.61208
67.16481,37.99439,24.231037,29.399841,41.097225,56.645473,48.26453,75.63301
63.506805,38.09911,23.753323,34.46429,47.985603,52.018753,49.934452,77.28084
59.55898,32.201714,19.539213,30.858246,45.829613,59.068558,50.472023,73.93005
61.789867,41.578514,20.919361,36.67228,47.30451,62.38713,54.603127,72.16881
62.930588,39.17348,22.26825,34.14698,41.395664,54.948624,44.858765,78.524445
61.007572,31.440102,23.15445,29.96438,44.219666,53.95072,47.21602,81.099594
65.42726,38.08824,26.331501,32.514565,45.87001,62.407585,48.358345,72.728874
64.70082,35.709435,21.462112,30.466331,52.058777,54.518543,52.924675,75.20722
61.520264,37.385933,26.357155,26.020576,46.359627,57.124023,45.156704,74.6357
62.023674,36.69673,26.08593,34.30261,45.41814,54.616093,48.57709,70.69512
64.19795,45.979656,33.649696,39.08079,48.146255,68.34515,52.272675,73.89301
65.40301,32.74174,23.111774,28.429127,43.334293,55.37593,48.591568,74.54758
63.55015,36.0751,24.179493,32.732693,43.25538,62.293636,48.678143,70.28262
64.70628,39.15648,28.52375,33.367783,45.683598,63.955627,50.914856,64.01916
60.339462,38.42558,25.95731,30.721436,41.312294,62.776535,45.554512,73.376114
59.120876,39.248947,23.925665,32.655712,48.96151,62.488873,50.86195,69.313
60.765507,38.041267,21.254387,33.528393,41.82013,57.241203,47.068592,78.562584
61.261116,38.606197,23.454077,32.139057,45.455566,66.46065,47.672478,74.56423
61.304157,37.89408,20.972332,30.201286,43.065178,54.416336,47.881516,74.443436
62.996372,37.215885,25.335495,32.416626,40.720886,61.758545,47.794655,69.96084
64.405716,39.597763,25.807499,31.548561,45.8207,57.82882,51.978928,65.96642
62.24692,40.070274,25.594685,33.259064,42.56299,53.886932,46.56757,78.729294
62.313366,40.84114,21.047657,25.191978,47.658295,58.29238,53.923744,74.96717
64.93211,40.120182,23.443459,32.272175,40.242355,62.71446,44.97314,75.27195
62.344265,35.00089,23.206692,27.978306,50.4669,44.25818,53.096268,72.80304
63.32349,40.770226,28.913403,35.18854,48.35733,64.7171,50.58205,73.712105
64.65001,39.92552,24.41492,33.573,39.72174,65.65635,46.66215,69.50139
63.05169,36.795288,22.20477,31.350342,40.1683,61.298904,54.19912,71.03404
64.31885,37.175346,23.1806,29.653069,48.50966,55.442352,48.672226,78.20621
65.7725,34.338223,23.827126,27.976425,45.246243,66.75699,54.575607,74.97067
64.30387,35.932465,23.87167,28.202105,42.656685,54.108673,47.189034,79.44045
62.189796,36.39913,22.449963,25.832937,38.73934,56.207302,45.322517,77.58066
65.61679,36.974747,22.408096,30.609535,46.772198,63.74079,52.979156,76.786316
64.34303,38.600357,32.30775,33.909126,43.31957,65.824295,45.8986,69.24141
62.27354,35.531143,24.505695,31.626133,45.990513,48.399147,48.31913,76.14991
61.070446,38.58227,21.704147,30.589962,46.248695,57.998276,46.71505,77.31779
64.9283,39.194347,28.61195,31.11613,41.03079,67.14228,49.451466,73.62993
64.70004,36.950783,25.219673,29.619007,50.00829,61.00553,49.798378,71.261475
62.82991,33.96399,22.415607,34.09839,42.466072,48.194447,48.37343,73.38115
63.706295,35.393463,19.45168,26.015938,43.156467,65.65888,45.901108,68.08009
63.921387,42.50843,28.831415,34.369453,44.790047,65.89272,45.63949,72.833206
61.673286,36.575752,26.519089,27.49902,42.851383,60.281776,49.8944,74.92022
64.90158,39.770004,24.887363,33.26553,54.94912,62.86119,52.001644,65.841415
68.38817,39.146202,23.610641,32.00165,42.863457,69.24186,50.53328,77.186066
63.088886,38.98837,27.766125,33.123207,47.298565,63.721275,49.0838,73.356514
66.37279,35.00989,26.091173,35.527245,42.994972,55.766808,50.91201,71.89889
60.708054,37.34549,24.261066,31.942898,49.310074,61.721066,42.076523,69.41727
64.21872,40.948616,28.417027,29.35867,46.249413,62.573044,50.31307,68.35399
57.67408,41.809,26.858288,32.072014,44.485523,64.11706,50.89589,70.898605
65.64446,39.980606,26.767784,35.53626,42.0571,65.439865,47.959568,73.293144
58.523403,37.192627,25.745907,28.833828,48.600746,54.909264,49.24009,75.149734
67.701035,38.182163,25.022938,36.088478,49.44982,52.553444,46.95455,77.57227
63.954987,33.94085,26.009228,34.58748,48.9206,59.691833,50.775833,74.89896
62.20829,42.87754,20.837246,32.418518,47.052948,66.35704,47.60654,75.223
61.556637,38.46321,25.28106,33.711052,42.18902,62.919765,50.664307,71.23512
67.03938,39.828445,25.742714,29.68471,45.292904,57.941277,46.411217,80.506615
62.31911,36.955513,26.471313,36.465633,45.031273,64.338715,47.11783,71.75152
66.80518,43.53234,27.314606,36.191605,45.03535,67.16084,50.4675,72.89507
67.46321,43.351994,33.93522,36.88493,50.34919,68.245804,55.7294,77.291626
63.111,34.496582,30.223885,28.497005,47.130768,60.513252,45.838703,69.74255
56.558838,41.345108,23.486523,30.63299,45.80812,63.6893,49.053856,68.17517
61.21186,38.544613,22.527294,31.579342,48.9172,62.924572,48.20433,73.13605
66.55644,34.311646,25.78311,32.47386,49.262184,62.21753,51.4597,71.39506
65.98501,42.086227,23.744324,32.070675,41.802353,58.611523,53.498955,66.1321
65.45424,41.07625,26.122963,28.87223,45.568596,61.87236,50.1625,71.52105
62.30842,36.665096,23.536362,33.498417,48.887344,57.916313,50.700912,73.86439
66.703094,36.211075,27.097212,34.390934,51.90159,65.85182,52.070206,76.66676
61.049023,37.529686,24.3167,27.018772,43.241486,59.125957,51.155304,75.75038
63.673874,31.247318,24.71032,31.98877,46.327644,51.320274,50.718307,73.26936
62.767387,33.10603,20.849503,32.363464,48.38179,59.779236,50.511215,72.88524
64.81855,35.822105,27.142105,28.224627,48.08394,66.31029,52.800385,77.395874
66.04266,31.522104,19.830212,29.50403,48.30335,68.737816,47.821148,79.03941
63.44516,40.46331,27.279253,33.677933,43.091145,66.539345,45.437126,73.0889
58.6959,37.311646,30.031452,33.932083,51.17094,55.287426,53.99494,73.96951
63.148624,38.21733,26.219326,30.692131,44.621895,64.369194,50.349243,73.94224
61.487877,43.31581,20.147053,28.745527,38.522835,64.08902,47.289303,70.67131
60.308983,37.996918,26.920147,32.431694,43.690384,63.135956,49.379425,66.7788
57.80642,37.099686,27.848297,31.74142,44.269672,62.727425,49.049957,70.70556
61.324203,38.891804,27.774063,34.11369,47.63296,70.059044,60.61638,77.17479
64.42894,32.464977,26.140888,27.034409,42.264366,52.87046,44.56452,71.71927
61.6183,35.16345,30.105808,32.956463,47.179535,52.705868,48.575397,76.53465
62.04444,33.831177,28.547264,34.54901,50.9946,60.81604,49.55959,79.83711
67.374374,34.464233,19.61758,28.668634,48.52057,58.282608,51.97365,75.752426
61.26765,32.824757,25.306454,28.64333,45.402912,59.254936,50.817207,75.80059
62.70987,33.753147,25.343697,33.938744,45.33729,61.03546,49.154793,75.16913
62.883278,41.72925,25.776756,33.387814,44.540867,65.572815,48.230587,70.92537
60.647667,36.35221,27.557941,32.07835,41.15753,44.393616,46.747,68.59867
63.7523,39.65413,25.754478,28.039347,46.41494,60.26239,46.984123,69.4409
66.0392,38.770424,21.423805,30.507895,47.842438,58.029247,50.19812,77.17056
61.71215,37.139744,31.120712,32.638474,42.114563,48.752655,52.30338,72.783745
64.788605,44.259666,24.401646,33.937473,41.912663,65.44606,48.666077,71.65399
63.321167,35.33677,24.501305,35.721455,42.45267,64.43761,51.949318,78.153496
67.81923,39.39072,29.946972,36.82162,49.284195,65.655334,50.765152,69.74321
59.999256,34.818962,25.107334,29.792389,40.21736,45.68515,48.46693,68.599556
66.98432,41.73095,26.406334,34.913918,44.258575,65.5743,48.069305,72.33702
63.149586,35.48434,28.230303,33.038662,46.14193,66.54199,49.37541,74.02553
62.815487,37.651947,25.511494,32.8785,45.99652,61.360657,50.152046,72.66242
56.098423,38.552563,33.10746,37.888737,42.804554,61.19728,52.928574,67.9826
63.018425,35.126675,23.573586,29.873318,44.092804,52.069656,43.067017,68.972824
65.08287,37.926033,31.117676,30.725653,43.60489,64.675545,52.976578,79.45871
62.005806,37.57229,25.501713,26.508003,43.55812,62.02651,50.62667,72.33468
67.07243,37.56971,27.944588,36.992687,47.4162,64.67943,53.53798,73.039536
62.45678,30.733162,24.11067,27.207966,53.851982,62.50022,45.622135,80.99316
63.51322,37.08779,23.900501,30.867916,43.815063,61.776295,50.663788,74.21776
66.41809,36.635178,27.54422,35.395523,44.9297,67.01211,51.289387,72.61005
63.59911,37.25528,25.227968,32.629177,45.95708,58.623863,45.621677,76.66687
62.45565,34.995247,25.544914,34.815334,41.161537,59.04419,48.738136,72.325935
62.59944,33.303,28.473923,32.016945,46.38333,51.917885,50.608986,73.02428
62.495102,38.943913,27.110023,32.270447,43.80114,63.95597,47.876812,71.56132
68.357574,35.92947,27.851261,34.984604,52.5007,61.77902,53.225204,72.0481
62.77764,39.6594,26.07674,29.6642,44.723705,55.696754,49.12407,68.20662
60.44315,37.74212,21.687956,32.57911,49.522957,60.325966,49.9399,74.74271
63.052994,36.272602,27.857285,29.228584,40.254143,59.858612,50.691353,77.70706
61.50711,35.74002,26.927116,33.54717,44.234146,51.762238,52.57039,71.96568
65.14336,39.974117,28.803581,31.74175,44.89797,65.13668,46.398327,71.95662
61.439972,40.960495,24.31815,27.252428,42.253593,64.23572,45.93866,71.51172
64.03579,37.553513,24.904053,30.739437,49.361923,57.43215,47.883076,79.36018
64.27234,33.070713,25.915234,32.169636,46.95759,64.11795,52.515556,77.31865
63.68653,44.519337,32.284542,31.38308,48.15181,66.55713,51.57715,73.44849
62.52923,39.3047,26.063354,33.483913,43.01476,66.11449,50.12805,71.345505
64.84792,33.511475,23.447289,30.016785,45.52708,57.044758,51.929432,76.85697
64.354454,34.130795,26.205719,33.5623,50.19313,59.899487,50.78539,74.47334
63.392,39.725967,25.100582,33.322163,44.23224,64.481384,50.678387,72.34099
64.53003,41.76831,26.225937,32.088173,45.267277,69.49294,46.830776,70.96503
61.276085,35.92164,23.606796,30.183697,47.568893,50.557312,53.979366,78.349205
61.768833,35.4858,24.1927,29.074842,49.877945,61.87293,50.793427,73.57073
64.65946,38.768105,25.37925,36.41121,46.269547,69.07078,47.629272,75.33753
65.81299,40.499725,24.036488,32.64564,51.735565,61.661873,49.886612,78.197586
54.62097,31.959595,18.619164,31.251749,45.174026,56.750435,32.43094,66.61968
62.449585,36.099083,23.342243,34.882664,48.379814,50.74505,49.7492,73.73983
61.040337,39.302044,31.747272,36.691895,44.10915,61.958855,56.706482,70.72424
69.64022,37.560375,21.559612,31.57148,45.556953,56.144543,48.779182,70.37047
68.298,36.643513,25.229845,29.87445,47.043472,62.85167,47.61788,76.09469
60.26611,35.876015,26.348522,32.51182,44.68862,54.170387,45.326637,76.10847
64.485146,38.64898,26.722004,30.08049,49.69225,58.010902,55.080017,70.10073
60.550087,32.230263,24.837702,29.72562,45.394657,62.477955,45.967926,73.67533
63.16317,43.664845,25.341309,33.448235,46.763824,62.85479,47.468914,76.006775
65.38205,38.826515,26.508583,30.484901,42.762314,59.851696,48.572433,64.32904
65.91639,38.24111,30.739765,34.751717,45.21202,65.481415,46.822876,75.262596
62.18924,34.55447,22.512554,30.75425,45.4824,54.549877,47.341713,61.531746
54.473957,40.175194,20.690603,32.111958,44.21975,60.28472,47.06965,72.664314
68.89104,36.873978,27.010567,28.147491,47.14361,66.59931,51.236126,70.951614
66.0004,42.21855,25.930922,33.81682,47.142414,65.56579,49.83352,77.858765
65.52428,40.04354,26.496452,32.29298,44.5167,63.816456,50.978863,70.55378
69.3757,50.407333,27.017857,34.71685,48.110195,63.211933,46.581055,78.289474
64.119064,37.303013,30.99133,25.270077,43.910694,52.787964,45.066296,70.91678
66.47212,36.28224,28.86287,36.27423,51.968376,66.9693,57.8776,79.96329
56.013336,41.7414,23.985126,32.14854,45.092472,56.669563,49.318573,67.64856
61.915833,38.290863,22.254429,29.010618,45.01896,59.244312,46.563576,72.47298
66.890144,41.43887,26.057068,24.675264,40.410423,60.258583,43.25082,73.094894
63.04515,35.480938,25.66959,37.646168,47.357235,63.80174,53.002808,73.39184
62.9595,33.815414,21.640015,27.211046,45.17372,50.464954,46.10991,70.10312
63.239204,39.476112,24.407005,30.479267,46.040108,66.07514,46.572502,72.23576
